rank,status,prefix,markets,sides,qualified,live_skipped,n,median_ypd,median_spd,median_share_pct,median_touch,median_est_day,best,last_ts
93,ranked,tec-lgscup,29,58,20,0,20,0.0007,0.023,0.778,100.0,0.0002,"[{'market': 'tec-lgscup-final-2026-09-06-w-clb', 'side': 'BUY', 'ypd': 0.0011, 'share_pct': 0.038, 'touch': 2606.0, 'px': 0.01, 'est_day': 0.0, 'ts': 1788276608.5}, {'market': 'tec-lgscup-final-2026-09-06-w-rsl', 'side': 'BUY', 'ypd': 0.0006, 'share_pct': 0.022, 'touch': 4500.0, 'px': 0.01, 'est_day': 0.0, 'ts': 1788272828.1}, {'market': 'tec-lgscup-final-2026-09-06-w-mon', 'side': 'SELL', 'ypd': 0.0, 'share_pct': 0.062, 'touch': 1014.0, 'px': 0.46, 'est_day': 0.0, 'ts': 1788722182.8}, {'market': 'tec-lgscup-final-2026-09-06-w-tol', 'side': 'SELL', 'ypd': 0.0, 'share_pct': 0.089, 'touch': 860.0, 'px': 0.69, 'est_day': 0.0, 'ts': 1788734701.6}]",1788777718.2
94,ranked,asc-lgscup,70,140,64,0,64,0.0006,0.01,0.152,150.0,0.0001,"[{'market': 'asc-lgscup-tol-mon-2026-09-06-sh-neg-2pt5', 'side': 'SELL', 'ypd': 1.7014, 'share_pct': 80.397, 'touch': 0.1, 'px': 0.02, 'est_day': 0.034, 'ts': 1788733652.5}, {'market': 'asc-lgscup-tol-mon-2026-09-06-sh-neg-1pt5', 'side': 'SELL', 'ypd': 0.7301, 'share_pct': 99.004, 'touch': 0.0, 'px': 0.05, 'est_day': 0.0365, 'ts': 1788713560.8}, {'market': 'asc-lgscup-tol-mon-2026-09-06-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.1386, 'share_pct': 13.439, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0055, 'ts': 1788730089.8}, {'market': 'asc-lgscup-tol-mon-2026-09-06-fh-pos-1pt5', 'side': 'BUY', 'ypd': 0.0545, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.75, 'est_day': 0.0408, 'ts': 1788724911.9}, {'market': 'asc-lgscup-leo-ame-2026-09-06-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.0035, 'share_pct': 0.662, 'touch': 150.0, 'px': 0.07, 'est_day': 0.0002, 'ts': 1788715580.7}]",1788780388.9
95,ranked,spr/soccer/tsc,329,658,420,1,80,0.0005,0.014,0.662,150.0,0.0002,"[{'market': 'tsc-lg1-lyo-aja-2026-09-04-fh-4pt5', 'side': 'SELL', 'ypd': 0.0148, 'share_pct': 1.961, 'touch': 50.0, 'px': 0.06, 'est_day': 0.0009, 'ts': 1788379315.7}, {'market': 'tsc-epl-ast-not-2026-09-12-fh-4pt5', 'side': 'SELL', 'ypd': 0.0109, 'share_pct': 1.961, 'touch': 50.0, 'px': 0.06, 'est_day': 0.0007, 'ts': 1788587683.9}, {'market': 'tsc-sea-cag-lec-2026-09-07-fh-1pt5', 'side': 'SELL', 'ypd': 0.0101, 'share_pct': 6.237, 'touch': 15.0, 'px': 0.28, 'est_day': 0.0028, 'ts': 1788319652.5}, {'market': 'tsc-lgscup-ame-mon-2026-09-02-fh-4pt5', 'side': 'SELL', 'ypd': 0.01, 'share_pct': 0.886, 'touch': 50.0, 'px': 0.05, 'est_day': 0.0005, 'ts': 1788230569.1}, {'market': 'tsc-bun-hsv-mai-2026-09-06-fh-2pt5', 'side': 'SELL', 'ypd': 0.01, 'share_pct': 3.749, 'touch': 6.0, 'px': 0.17, 'est_day': 0.0017, 'ts': 1788384836.6}]",1788629329.5
96,ranked,asc-lal,123,246,145,0,80,0.0005,0.012,0.372,100.0,0.0002,"[{'market': 'asc-lal-get-dep-2026-09-13-neg-2pt5', 'side': 'SELL', 'ypd': 0.9502, 'share_pct': 87.066, 'touch': 0.1, 'px': 0.04, 'est_day': 0.038, 'ts': 1789000261.8}, {'market': 'asc-lal-lev-fcb-2026-09-13-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.9127, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0365, 'ts': 1788709218.0}, {'market': 'asc-lal-osa-esp-2026-09-12-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.8267, 'share_pct': 76.184, 'touch': 0.1, 'px': 0.04, 'est_day': 0.0331, 'ts': 1788825798.2}, {'market': 'asc-lal-fcb-rrc-2026-09-16-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.5508, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.04, 'est_day': 0.022, 'ts': 1788928529.9}, {'market': 'asc-lal-ath-elc-2026-09-12-sh-neg-1pt5', 'side': 'SELL', 'ypd': 0.5494, 'share_pct': 49.751, 'touch': 1.0, 'px': 0.04, 'est_day': 0.022, 'ts': 1788866217.5}]",1789000261.8
97,ranked,tec-lal,24,48,24,0,24,0.0005,0.018,0.019,5204.0,0.0,"[{'market': 'tec-lal-title-2027-05-30-w-bet', 'side': 'SELL', 'ypd': 0.1117, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.25, 'est_day': 0.0279, 'ts': 1788266587.8}, {'market': 'tec-lal-title-2027-05-30-w-mal', 'side': 'SELL', 'ypd': 0.0009, 'share_pct': 0.03, 'touch': 3356.5, 'px': 0.01, 'est_day': 0.0, 'ts': 1788924020.6}, {'market': 'tec-lal-title-2027-05-30-w-lev', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 1.042, 'touch': 25.0, 'px': 0.52, 'est_day': 0.0003, 'ts': 1788265327.8}, {'market': 'tec-lal-title-2027-05-30-w-rso', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.019, 'touch': 5199.5, 'px': 0.01, 'est_day': 0.0, 'ts': 1788925896.5}, {'market': 'tec-lal-title-2027-05-30-w-osa', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.019, 'touch': 5203.5, 'px': 0.01, 'est_day': 0.0, 'ts': 1788927802.7}]",1788929643.9
98,ranked,spr/baseball/tsc,261,522,485,61,80,0.0004,0.002,0.053,258.0,0.0001,"[{'market': 'tsc-mlb-tor-cle-2026-09-01-8pt5', 'side': 'SELL', 'ypd': 0.2213, 'share_pct': 13.244, 'touch': 1.0, 'px': 0.44, 'est_day': 0.0974, 'ts': 1788239953.8}, {'market': 'tsc-mlb-stl-lad-2026-09-02-f5-6pt5', 'side': 'SELL', 'ypd': 0.1203, 'share_pct': 14.286, 'touch': 6.0, 'px': 0.27, 'est_day': 0.0325, 'ts': 1788351376.7}, {'market': 'tsc-mlb-mil-cin-2026-09-06-f5-4pt5', 'side': 'SELL', 'ypd': 0.1178, 'share_pct': 39.809, 'touch': 1.0, 'px': 0.65, 'est_day': 0.0766, 'ts': 1788611604.0}, {'market': 'tsc-mlb-mil-chc-2026-09-01-9pt5', 'side': 'SELL', 'ypd': 0.1031, 'share_pct': 16.181, 'touch': 5.0, 'px': 0.55, 'est_day': 0.0567, 'ts': 1788234889.3}, {'market': 'tsc-mlb-sf-nym-2026-09-05-f5-2pt5', 'side': 'SELL', 'ypd': 0.0414, 'share_pct': 15.244, 'touch': 5.0, 'px': 0.68, 'est_day': 0.0282, 'ts': 1788543763.2}]",1788629089.5
99,ranked,spr/soccer/asc,317,634,399,2,80,0.0004,0.013,0.266,150.0,0.0001,"[{'market': 'asc-lg1-psg-asm-2026-09-04-sh-neg-2pt5', 'side': 'SELL', 'ypd': 0.1457, 'share_pct': 86.84, 'touch': 0.1, 'px': 0.27, 'est_day': 0.0393, 'ts': 1788343409.5}, {'market': 'asc-lg1-aja-ogc-2026-09-12-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.0094, 'share_pct': 1.961, 'touch': 50.0, 'px': 0.07, 'est_day': 0.0007, 'ts': 1788623319.8}, {'market': 'asc-lal-ray-rrc-2026-09-05-fh-pos-1pt5', 'side': 'BUY', 'ypd': 0.0068, 'share_pct': 13.573, 'touch': 6.0, 'px': 0.92, 'est_day': 0.0063, 'ts': 1788414234.6}, {'market': 'asc-lal-ath-atm-2026-09-05-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.0068, 'share_pct': 1.882, 'touch': 47.0, 'px': 0.12, 'est_day': 0.0008, 'ts': 1788501792.8}, {'market': 'asc-lal-ath-atm-2026-09-05-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.0066, 'share_pct': 1.361, 'touch': 55.0, 'px': 0.09, 'est_day': 0.0006, 'ts': 1788503712.9}]",1788629329.5
100,ranked,tec-lg1,90,180,163,0,80,0.0004,0.013,0.054,1770.0,0.0,"[{'market': 'tec-lg1-title-2027-05-29-w-lil', 'side': 'SELL', 'ypd': 0.5978, 'share_pct': 82.645, 'touch': 0.2, 'px': 0.04, 'est_day': 0.0239, 'ts': 1788825131.2}, {'market': 'tec-lg1-title-2027-05-29-w-rcl', 'side': 'SELL', 'ypd': 0.014, 'share_pct': 0.97, 'touch': 102.0, 'px': 0.02, 'est_day': 0.0003, 'ts': 1788793318.9}, {'market': 'tec-lg1-title-2027-05-29-w-lyo', 'side': 'SELL', 'ypd': 0.0085, 'share_pct': 0.588, 'touch': 161.0, 'px': 0.02, 'est_day': 0.0002, 'ts': 1788925896.5}, {'market': 'tec-lg1-title-2027-05-29-w-asm', 'side': 'SELL', 'ypd': 0.004, 'share_pct': 3.021, 'touch': 1.3, 'px': 0.22, 'est_day': 0.0009, 'ts': 1788973353.0}, {'market': 'tec-lg1-title-2027-05-29-w-ogc', 'side': 'SELL', 'ypd': 0.0017, 'share_pct': 0.12, 'touch': 830.0, 'px': 0.02, 'est_day': 0.0, 'ts': 1788805358.2}]",1789002584.3
101,ranked,tec-uefa,14,28,22,0,22,0.0004,0.015,0.077,214.0,0.0,"[{'market': 'tec-uefa-bdor-2026-10-26-w-khvkva', 'side': 'SELL', 'ypd': 0.0303, 'share_pct': 2.15, 'touch': 2.8, 'px': 0.02, 'est_day': 0.0006, 'ts': 1788267907.8}, {'market': 'tec-uefa-bdor-2026-10-26-w-rodri', 'side': 'SELL', 'ypd': 0.005, 'share_pct': 0.89, 'touch': 1.8, 'px': 0.05, 'est_day': 0.0003, 'ts': 1788275408.3}, {'market': 'tec-uefa-bdor-2026-10-26-w-erlhaa', 'side': 'SELL', 'ypd': 0.0037, 'share_pct': 0.663, 'touch': 25.1, 'px': 0.05, 'est_day': 0.0002, 'ts': 1788271627.9}, {'market': 'tec-uefa-bdor-2026-10-26-w-micoli', 'side': 'SELL', 'ypd': 0.0018, 'share_pct': 0.129, 'touch': 150.0, 'px': 0.02, 'est_day': 0.0, 'ts': 1788266647.8}, {'market': 'tec-uefa-bdor-2026-10-26-w-decric', 'side': 'SELL', 'ypd': 0.0016, 'share_pct': 0.112, 'touch': 877.3, 'px': 0.02, 'est_day': 0.0, 'ts': 1788274148.3}]",1788696551.3
102,ranked,cul/game/prdc,460,920,897,0,80,0.0003,0.002,0.15,529.0,0.0002,"[{'market': 'prdc-gtavi-11-19-2026', 'side': 'SELL', 'ypd': 0.0009, 'share_pct': 0.474, 'touch': 191.0, 'px': 0.88, 'est_day': 0.0008, 'ts': 1789001201.4}, {'market': 'prdc-gtavi-12-31-2026', 'side': 'SELL', 'ypd': 0.0001, 'share_pct': 0.085, 'touch': 159.0, 'px': 0.92, 'est_day': 0.0001, 'ts': 1788995996.3}]",1789001201.4
103,ranked,spr/esports/astatc,277,554,472,52,80,0.0003,0.009,0.621,160.0,0.0002,"[{'market': 'astatc-cs2-unity-misa-2026-09-01-map2', 'side': 'SELL', 'ypd': 0.0639, 'share_pct': 99.005, 'touch': 0.0, 'px': 0.57, 'est_day': 0.0364, 'ts': 1788263827.7}, {'market': 'astatc-lol-bfx-dk-2026-09-03-g4fb-bfx', 'side': 'SELL', 'ypd': 0.032, 'share_pct': 33.333, 'touch': 2.0, 'px': 0.33, 'est_day': 0.0105, 'ts': 1788417765.3}, {'market': 'astatc-lol-mvu-cont-2026-09-03-game4', 'side': 'SELL', 'ypd': 0.0298, 'share_pct': 33.176, 'touch': 2.0, 'px': 0.49, 'est_day': 0.0146, 'ts': 1788329625.1}, {'market': 'astatc-lol-mve-ot-2026-09-02-game1', 'side': 'SELL', 'ypd': 0.0219, 'share_pct': 29.134, 'touch': 0.4, 'px': 0.6, 'est_day': 0.0131, 'ts': 1788354257.2}, {'market': 'astatc-lol-ig-tes-2026-09-05-g3oe', 'side': 'BUY', 'ypd': 0.0071, 'share_pct': 9.091, 'touch': 10.0, 'px': 0.4, 'est_day': 0.0028, 'ts': 1788569770.3}]",1788629149.5
104,ranked,tec-sea,20,40,28,0,28,0.0003,0.012,0.043,1259.0,0.0,"[{'market': 'tec-sea-title-2027-05-30-w-mil', 'side': 'SELL', 'ypd': 0.0087, 'share_pct': 3.089, 'touch': 1.0, 'px': 0.1, 'est_day': 0.0009, 'ts': 1788270367.9}, {'market': 'tec-sea-title-2027-05-30-w-nap', 'side': 'SELL', 'ypd': 0.0053, 'share_pct': 0.94, 'touch': 0.2, 'px': 0.05, 'est_day': 0.0003, 'ts': 1788274088.2}, {'market': 'tec-sea-title-2027-05-30-w-juv', 'side': 'SELL', 'ypd': 0.0007, 'share_pct': 0.227, 'touch': 438.0, 'px': 0.1, 'est_day': 0.0001, 'ts': 1788731245.5}, {'market': 'tec-sea-title-2027-05-30-w-fro', 'side': 'SELL', 'ypd': 0.0005, 'share_pct': 0.017, 'touch': 6034.0, 'px': 0.01, 'est_day': 0.0, 'ts': 1788726076.2}, {'market': 'tec-sea-title-2027-05-30-w-int', 'side': 'SELL', 'ypd': 0.0001, 'share_pct': 0.168, 'touch': 478.0, 'px': 0.55, 'est_day': 0.0, 'ts': 1788728045.0}]",1788731245.5
105,ranked,tec-ucl,14,28,25,0,25,0.0003,0.009,0.02,5117.0,0.0,"[{'market': 'tec-ucl-final-2026-06-05-w-slp', 'side': 'SELL', 'ypd': 0.0079, 'share_pct': 0.562, 'touch': 175.0, 'px': 0.02, 'est_day': 0.0002, 'ts': 1788265387.8}, {'market': 'tec-ucl-final-2026-06-05-w-por', 'side': 'SELL', 'ypd': 0.0031, 'share_pct': 0.22, 'touch': 453.0, 'px': 0.02, 'est_day': 0.0001, 'ts': 1788267847.8}, {'market': 'tec-ucl-final-2026-06-05-w-stu', 'side': 'SELL', 'ypd': 0.0012, 'share_pct': 0.079, 'touch': 1270.6, 'px': 0.02, 'est_day': 0.0, 'ts': 1788598501.4}, {'market': 'tec-ucl-final-2026-06-05-w-shd', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.045, 'touch': 2234.0, 'px': 0.02, 'est_day': 0.0, 'ts': 1788270367.9}, {'market': 'tec-ucl-final-2026-06-05-w-gal', 'side': 'SELL', 'ypd': 0.0004, 'share_pct': 0.027, 'touch': 3659.6, 'px': 0.02, 'est_day': 0.0, 'ts': 1788696551.3}]",1788696551.3
106,ranked,pol/usstate/ewc,424,848,827,0,80,0.0002,0.001,0.025,3536.0,0.0001,"[{'market': 'ewc-usse-me-2026-11-03-dem', 'side': 'SELL', 'ypd': 0.1612, 'share_pct': 1.348, 'touch': 56.0, 'px': 0.66, 'est_day': 0.1064, 'ts': 1788869492.7}, {'market': 'ewc-usgub-oh-2026-11-03-dem', 'side': 'SELL', 'ypd': 0.0828, 'share_pct': 0.587, 'touch': 166.0, 'px': 0.56, 'est_day': 0.0464, 'ts': 1788769292.1}, {'market': 'ewc-usgub-mi-2026-11-03-rep', 'side': 'SELL', 'ypd': 0.0342, 'share_pct': 6.108, 'touch': 3.0, 'px': 0.1, 'est_day': 0.0034, 'ts': 1788622899.8}, {'market': 'ewc-usgub-ga-2026-11-03-rep', 'side': 'SELL', 'ypd': 0.0068, 'share_pct': 0.036, 'touch': 2812.0, 'px': 0.39, 'est_day': 0.0027, 'ts': 1789001934.2}, {'market': 'ewc-usgub-ca-2026-11-03-stehil', 'side': 'SELL', 'ypd': 0.0044, 'share_pct': 0.004, 'touch': 25522.8, 'px': 0.07, 'est_day': 0.0003, 'ts': 1788824768.4}]",1789001934.2
107,ranked,spr/tabletenis/aec,208,416,374,98,80,0.0002,0.003,0.038,150.0,0.0,"[{'market': 'aec-wtt-nigyul-shokod-2026-09-01', 'side': 'SELL', 'ypd': 1.2681, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.05, 'est_day': 0.0634, 'ts': 1788243013.9}, {'market': 'aec-wtt-valkot-martai-2026-09-02', 'side': 'SELL', 'ypd': 0.7422, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.09, 'est_day': 0.0668, 'ts': 1788322424.1}, {'market': 'aec-setkameua-revvad-sydand-2026-09-01', 'side': 'SELL', 'ypd': 0.1948, 'share_pct': 99.008, 'touch': 0.0, 'px': 0.64, 'est_day': 0.1247, 'ts': 1788263947.7}, {'market': 'aec-wtt-kirska-simgau-2026-09-04', 'side': 'SELL', 'ypd': 0.1229, 'share_pct': 20.0, 'touch': 4.0, 'px': 0.11, 'est_day': 0.0135, 'ts': 1788433563.6}, {'market': 'aec-wtt-guztor-valkot-2026-09-01', 'side': 'SELL', 'ypd': 0.0565, 'share_pct': 24.968, 'touch': 3.0, 'px': 0.56, 'est_day': 0.0317, 'ts': 1788243973.9}]",1788629389.5
108,ranked,spr/tennis/aec,194,388,322,116,80,0.0002,0.001,0.036,160.0,0.0001,"[{'market': 'aec-itfme-fedsos-riclac-2026-09-02', 'side': 'SELL', 'ypd': 0.2337, 'share_pct': 0.997, 'touch': 16.8, 'px': 0.32, 'est_day': 0.0748, 'ts': 1788320552.5}, {'market': 'aec-itfwo-anacvelanvir-aliyunksezay-2026-09-04', 'side': 'SELL', 'ypd': 0.0281, 'share_pct': 12.5, 'touch': 7.0, 'px': 0.39, 'est_day': 0.011, 'ts': 1788501852.8}, {'market': 'aec-itfme-alecar-pedrod-2026-09-04', 'side': 'SELL', 'ypd': 0.0175, 'share_pct': 5.0, 'touch': 19.0, 'px': 0.25, 'est_day': 0.0044, 'ts': 1788479295.8}, {'market': 'aec-itfme-daveiccalmue-danblapathom-2026-09-04', 'side': 'SELL', 'ypd': 0.0096, 'share_pct': 9.089, 'touch': 10.0, 'px': 0.83, 'est_day': 0.008, 'ts': 1788495970.7}, {'market': 'aec-itfme-jerrod-ikoang-2026-09-06', 'side': 'BUY', 'ypd': 0.0014, 'share_pct': 0.758, 'touch': 61.0, 'px': 0.46, 'est_day': 0.0006, 'ts': 1788629389.5}]",1788629389.5
109,ranked,spr/atp/aec,252,504,451,83,80,0.0001,0.0,0.009,10014.0,0.0,"[{'market': 'aec-atp-trisch-flacob-2026-09-02', 'side': 'SELL', 'ypd': 0.0529, 'share_pct': 0.729, 'touch': 24.1, 'px': 0.17, 'est_day': 0.009, 'ts': 1788403426.7}, {'market': 'aec-atp-alebub-tompau-2026-09-04', 'side': 'SELL', 'ypd': 0.0105, 'share_pct': 0.224, 'touch': 303.8, 'px': 0.39, 'est_day': 0.0041, 'ts': 1788491082.3}, {'market': 'aec-atp-johnik-matdod-2026-09-05', 'side': 'SELL', 'ypd': 0.0079, 'share_pct': 0.015, 'touch': 3127.6, 'px': 0.19, 'est_day': 0.0015, 'ts': 1788585477.2}, {'market': 'aec-atp-lucpot-inamon-2026-09-05', 'side': 'SELL', 'ypd': 0.0074, 'share_pct': 0.019, 'touch': 4637.6, 'px': 0.26, 'est_day': 0.0019, 'ts': 1788587303.3}, {'market': 'aec-atp-tayfri-fracer-2026-09-04', 'side': 'SELL', 'ypd': 0.0002, 'share_pct': 0.081, 'touch': 1236.2, 'px': 0.86, 'est_day': 0.0002, 'ts': 1788616220.4}]",1788628874.1
110,ranked,spr/football/tec,268,536,476,151,80,0.0001,0.003,0.008,7129.0,0.0,"[{'market': 'tec-nfl-oroy-2027-02-11-w-chrbra', 'side': 'SELL', 'ypd': 3.6482, 'share_pct': 48.521, 'touch': 1.0, 'px': 0.05, 'est_day': 0.1824, 'ts': 1788381055.9}, {'market': 'tec-nfl-coty-2027-02-11-w-jesmin', 'side': 'SELL', 'ypd': 0.6683, 'share_pct': 46.22, 'touch': 1.1, 'px': 0.26, 'est_day': 0.1738, 'ts': 1788270127.8}, {'market': 'tec-nfl-afcwest-2027-01-10-w-lv', 'side': 'SELL', 'ypd': 0.2379, 'share_pct': 24.495, 'touch': 1.0, 'px': 0.08, 'est_day': 0.019, 'ts': 1788397326.1}, {'market': 'tec-nfl-oroy-2027-02-11-w-mikwas', 'side': 'SELL', 'ypd': 0.1824, 'share_pct': 14.328, 'touch': 5.8, 'px': 0.04, 'est_day': 0.0073, 'ts': 1788534952.5}, {'market': 'tec-nfl-opoy-2027-02-11-w-malnab', 'side': 'SELL', 'ypd': 0.1782, 'share_pct': 4.267, 'touch': 22.4, 'px': 0.09, 'est_day': 0.016, 'ts': 1788312991.9}]",1789002320.2
111,ranked,spr/tennis/asc,45,90,37,112,37,0.0001,0.01,0.166,375.0,0.0,"[{'market': 'asc-wta-ivajov-aleeal-2026-09-05-ss-pos-1pt5', 'side': 'BUY', 'ypd': 0.0025, 'share_pct': 10.051, 'touch': 3.0, 'px': 0.64, 'est_day': 0.0016, 'ts': 1788580816.3}, {'market': 'asc-atp-zizber-botzan-2026-09-05-gs-neg-5pt5', 'side': 'SELL', 'ypd': 0.0022, 'share_pct': 3.1, 'touch': 0.0, 'px': 0.25, 'est_day': 0.0006, 'ts': 1788629389.5}, {'market': 'asc-wta-elisvi-annkal-2026-09-04-ss-pos-1pt5', 'side': 'SELL', 'ypd': 0.001, 'share_pct': 5.889, 'touch': 9.0, 'px': 0.86, 'est_day': 0.0009, 'ts': 1788561871.3}, {'market': 'asc-atp-miczhe-artgea-2026-09-05-gs-neg-6pt5', 'side': 'SELL', 'ypd': 0.0004, 'share_pct': 1.028, 'touch': 50.0, 'px': 0.42, 'est_day': 0.0002, 'ts': 1788587743.9}, {'market': 'asc-wta-yulsta-eleryb-2026-09-05-gs-neg-6pt5', 'side': 'SELL', 'ypd': 0.0003, 'share_pct': 0.442, 'touch': 100.0, 'px': 0.21, 'est_day': 0.0001, 'ts': 1788585897.2}]",1788629389.5
112,ranked,spr/tennis/tsc,42,84,26,108,26,0.0001,0.007,0.288,312.0,0.0,"[{'market': 'tsc-atp-benshe-densha-2026-09-04-tg-43pt5', 'side': 'SELL', 'ypd': 0.0174, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.44, 'est_day': 0.0077, 'ts': 1788548975.5}, {'market': 'tsc-wta-ivajov-aleeal-2026-09-05-st-2pt5', 'side': 'SELL', 'ypd': 0.0007, 'share_pct': 1.961, 'touch': 50.0, 'px': 0.43, 'est_day': 0.0003, 'ts': 1788578524.3}, {'market': 'tsc-atp-miczhe-artgea-2026-09-05-tg-42pt5', 'side': 'SELL', 'ypd': 0.0007, 'share_pct': 1.961, 'touch': 50.0, 'px': 0.46, 'est_day': 0.0003, 'ts': 1788583576.5}, {'market': 'tsc-wta-yulsta-eleryb-2026-09-05-tg-24pt5', 'side': 'SELL', 'ypd': 0.0003, 'share_pct': 0.881, 'touch': 50.0, 'px': 0.52, 'est_day': 0.0001, 'ts': 1788627339.3}, {'market': 'tsc-atp-zizber-botzan-2026-09-05-tg-46pt5', 'side': 'SELL', 'ypd': 0.0001, 'share_pct': 0.398, 'touch': 250.0, 'px': 0.46, 'est_day': 0.0001, 'ts': 1788625476.2}]",1788627339.3
113,ranked,spr/wta/aec,251,502,472,64,80,0.0001,0.0,0.013,7497.0,0.0,"[{'market': 'aec-wta-nikbar-tatmar-2026-09-03', 'side': 'SELL', 'ypd': 0.019, 'share_pct': 1.0, 'touch': 99.0, 'px': 0.685, 'est_day': 0.013, 'ts': 1788421785.8}, {'market': 'aec-wta-igaswi-marbou-2026-09-04', 'side': 'SELL', 'ypd': 0.0053, 'share_pct': 2.473, 'touch': 30.0, 'px': 0.85, 'est_day': 0.0045, 'ts': 1788556411.2}, {'market': 'aec-wta-cribuc-cocgau-2026-09-05', 'side': 'SELL', 'ypd': 0.0031, 'share_pct': 0.07, 'touch': 1412.5, 'px': 0.05, 'est_day': 0.0002, 'ts': 1788576514.8}, {'market': 'aec-wta-yulsta-eleryb-2026-09-05', 'side': 'SELL', 'ypd': 0.0012, 'share_pct': 0.054, 'touch': 1828.6, 'px': 0.1, 'est_day': 0.0001, 'ts': 1788623445.7}, {'market': 'aec-wta-jespeg-sorcir-2026-09-06', 'side': 'SELL', 'ypd': 0.0, 'share_pct': 0.002, 'touch': 42840.4, 'px': 0.74, 'est_day': 0.0, 'ts': 1788627339.3}]",1788627339.3
114,ranked,asc-ucl,105,210,123,0,80,0.0001,0.002,0.069,384.0,0.0,"[{'market': 'asc-ucl-por-mnc-2026-09-08-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.5162, 'share_pct': 47.576, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0206, 'ts': 1788824048.3}, {'market': 'asc-ucl-lil-rbb-2026-09-08-fh-neg-2pt5', 'side': 'SELL', 'ypd': 0.4892, 'share_pct': 45.342, 'touch': 0.1, 'px': 0.04, 'est_day': 0.0196, 'ts': 1788768320.4}, {'market': 'asc-ucl-psg-sba-2026-09-09-fh-neg-2pt5', 'side': 'BUY', 'ypd': 0.3285, 'share_pct': 96.681, 'touch': 0.0, 'px': 0.13, 'est_day': 0.0427, 'ts': 1788846723.0}, {'market': 'asc-ucl-psv-sha-2026-09-10-fh-neg-1pt5', 'side': 'SELL', 'ypd': 0.1783, 'share_pct': 69.834, 'touch': 0.0, 'px': 0.17, 'est_day': 0.0303, 'ts': 1788827601.0}, {'market': 'asc-ucl-rma-int-2026-09-08-fh-neg-1pt5', 'side': 'BUY', 'ypd': 0.1606, 'share_pct': 95.889, 'touch': 0.0, 'px': 0.26, 'est_day': 0.0418, 'ts': 1788784685.6}]",1789000261.8
115,ranked,tec-bun,26,52,44,0,44,0.0001,0.004,0.02,5079.0,0.0,"[{'market': 'tec-bun-title-2027-05-22-w-scp', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.019, 'touch': 5201.5, 'px': 0.01, 'est_day': 0.0, 'ts': 1788925896.5}, {'market': 'tec-bun-title-2027-05-22-w-elv', 'side': 'SELL', 'ypd': 0.0006, 'share_pct': 0.019, 'touch': 5201.5, 'px': 0.01, 'est_day': 0.0, 'ts': 1788927802.7}, {'market': 'tec-bun-title-2027-05-22-w-lev', 'side': 'SELL', 'ypd': 0.0005, 'share_pct': 0.035, 'touch': 2854.8, 'px': 0.02, 'est_day': 0.0, 'ts': 1788924020.6}, {'market': 'tec-bun-title-2027-05-22-w-hsv', 'side': 'SELL', 'ypd': 0.0002, 'share_pct': 0.023, 'touch': 4297.9, 'px': 0.03, 'est_day': 0.0, 'ts': 1788736534.4}, {'market': 'tec-bun-title-2027-05-22-w-scf', 'side': 'SELL', 'ypd': 0.0002, 'share_pct': 0.012, 'touch': 8692.1, 'px': 0.02, 'est_day': 0.0, 'ts': 1788929643.9}]",1788929643.9
